location,total_sqft,size,price
Electronic City Phase II,1286.0,2,69.0
Other,600.0,3,100.0
Hebbal,1860.0,3,95.0
Other,425.0,1,750.0
Haralur Road,1243.0,2,45.0
Brookefield,1200.0,2,75.0
Sarjapur,1044.0,2,32.0
7th Phase JP Nagar,1040.0,2,41.59
8th Phase JP Nagar,1125.0,2,36.94
Cunningham Road,3489.0,3,662.0
Subramanyapura,1278.0,3,59.0
Other,2400.0,6,98.0
Other,1250.0,2,43.0
Vijayanagar,2400.0,5,125.0
KR Puram,4166.0,5,560.0
Lakshminarayana Pura,1210.0,2,75.0
8th Phase JP Nagar,1200.0,4,110.0
Sarjapur  Road,1157.0,3,57.84
Raja Rajeshwari Nagar,1185.0,2,51.15
Kalena Agrahara,1450.0,3,100.0
Old Madras Road,1859.0,3,121.0
Rajaji Nagar,1763.0,2,262.0
Attibele,900.0,2,25.0
Ramamurthy Nagar,1305.0,3,60.0
Other,1200.0,3,100.0
Thanisandra,784.0,1,35.285
Kasavanhalli,5000.0,2,400.0
Sarjapur  Road,1150.0,2,36.8
Whitefield,1806.0,3,85.0
Kudlu,1027.0,2,42.0
Uttarahalli,1002.0,2,40.08
Electronic City Phase II,1220.0,3,36.21
Whitefield,1109.0,2,35.22
Hennur Road,1232.0,2,69.6
Kalyan nagar,1250.0,2,65.0
Other,900.0,6,170.0
KR Puram,960.0,4,80.0
Raja Rajeshwari Nagar,1255.0,2,53.87
Akshaya Nagar,1434.0,3,84.0
Doddathoguru,925.0,2,30.0
Jakkur,1858.0,3,123.0
Thanisandra,965.0,2,56.0
7th Phase JP Nagar,1800.0,5,270.0
Other,1200.0,6,90.0
Battarahalli,1636.0,2,82.89
Whitefield,1216.0,2,67.0
Yelahanka,654.0,1,36.25
Chikkabanavar,2460.0,4,80.0
Other,1190.0,2,41.0
Other,1200.0,7,180.0
Budigere,1636.0,3,92.0
Hennur Road,1195.0,2,73.0
Nagavara,2400.0,3,251.0
Other,1250.0,2,67.0
Whitefield,1452.0,3,90.0
Thanisandra,1546.0,3,95.0
Sarjapur  Road,3385.5,4,142.0
Indira Nagar,1440.0,3,275.0
Naganathapura,2260.0,2,80.0
Other,2700.0,4,90.0
Indira Nagar,1475.0,2,171.0
JP Nagar,3000.0,4,150.0
Other,375.0,1,26.0
Balagere,1007.0,2,66.0
Other,5422.0,4,1900.0
Hennur Road,1020.0,2,47.0
Other,1000.0,2,150.0
Other,800.0,2,59.5
Other,1200.0,5,95.0
Marathahalli,1125.0,2,55.0
Kudlu Gate,1150.0,9,140.0
Other,909.0,3,43.0
Whitefield,2850.0,4,240.0
Dodsworth Layout,1400.0,2,85.0
Kadugodi,1152.0,2,61.0
Subramanyapura,958.0,2,34.49
Old Madras Road,2990.0,3,173.0
Bellandur,1310.0,2,85.0
Hosur Road,1590.0,3,126.0
Green Glen Layout,1645.0,3,110.0
Other,1800.0,3,100.0
Thanisandra,1795.0,3,150.0
Thanisandra,777.0,1,38.535
Kalkere,925.0,2,70.0
Basavangudi,1542.14,3,120.0
Konanakunte,3746.0,4,375.0
Thanisandra,1430.0,3,54.0
Bommanahalli,1020.0,2,55.0
Other,750.0,4,42.0
Electronic City Phase II,1140.0,2,32.92
Anekal,967.0,3,45.0
Hebbal,2470.0,4,203.0
Other,850.0,2,35.5
Other,1100.0,2,32.0
Thanisandra,1697.0,3,110.0
Varthur,1250.0,2,47.0
Gottigere,1120.0,2,50.0
NRI Layout,1200.0,4,95.0
Hennur Road,5100.0,5,375.0
Hebbal,1200.0,2,52.0
 Devarachikkanahalli,1417.0,3,76.0
Thanisandra,1492.0,3,88.0
Devanahalli,1498.0,3,79.15
Kundalahalli,1010.0,2,48.27
Channasandra,1050.0,2,35.0
Hegde Nagar,1847.0,3,125.0
Bellandur,982.0,2,37.28
Hegde Nagar,2144.6,3,145.0
Kengeri,750.0,2,36.5
Electronic City,919.0,2,35.0
Budigere,1087.0,2,54.3
Other,1480.0,3,74.0
Tindlu,1180.0,2,52.0
Other,2100.0,3,255.0
Jigani,1221.0,3,65.0
Thanisandra,2072.0,3,122.0
Whitefield,1600.0,3,69.0
Sahakara Nagar,2200.0,3,98.0
Kaikondrahalli,1253.0,2,81.5
Hennur Road,1061.0,2,54.92
Marathahalli,1950.0,3,115.0
Marathahalli,1250.0,2,68.0
Hennur Road,1585.0,3,80.0
Kammasandra,1015.0,2,37.0
Begur Road,2464.5,4,118.0
Marathahalli,1125.0,2,56.8
Electronic City Phase II,1116.0,2,40.0
Other,400.0,1,35.0
Kasavanhalli,4000.0,4,325.0
Old Madras Road,1300.0,2,100.0
Raja Rajeshwari Nagar,1419.0,2,60.42
Other,1310.0,3,55.0
Thigalarapalya,2072.0,3,152.0
Kaggadasapura,1240.0,2,58.58
Chamrajpet,1565.0,3,98.91
Budigere,1820.0,3,89.0
Gubbalala,2500.0,3,88.0
KR Puram,3657.0,5,310.0
Hosa Road,1245.0,2,62.0
Kenchenahalli,1410.0,3,73.0
Dasarahalli,1375.0,2,60.0
Old Madras Road,1299.0,2,95.0
Other,993.0,2,45.5
Bommasandra Industrial Area,1200.0,2,45.0
Other,985.0,2,156.0
Other,2400.0,4,180.0
Hoodi,1655.0,3,131.0
Whitefield,2830.0,4,190.0
Other,6000.0,1,276.0
Other,825.0,1,40.0
Begur Road,1634.0,3,111.0
Kogilu,1200.0,8,105.0
Banaswadi,1222.0,2,80.0
Gottigere,1500.0,3,63.0
Akshaya Nagar,1890.0,3,100.0
Hegde Nagar,3750.0,4,375.0
Hulimavu,850.0,2,39.5
Whitefield,1295.0,2,78.5
Sarjapur  Road,1320.0,2,100.0
ISRO Layout,950.0,4,179.0
Hebbal,1200.0,4,225.0
2nd Stage Nagarbhavi,3000.0,4,170.0
Harlur,1197.0,2,82.0
Other,1320.0,3,60.0
Billekahalli,1180.0,5,98.5
Whitefield,840.0,1,57.6
Whitefield,640.0,1,19.83
Raja Rajeshwari Nagar,1693.0,3,71.38
Kodihalli,1000.0,2,62.0
Babusapalaya,1305.0,2,70.0
Kodichikkanahalli,450.0,1,18.0
CV Raman Nagar,705.0,1,57.0
Other,750.0,4,75.0
Tumkur Road,4800.0,5,150.0
Other,5000.0,4,600.0
Gubbalala,5000.0,4,425.0
Whitefield,1991.0,3,104.0
Battarahalli,1779.0,3,90.0
Whitefield,10200.0,4,1250.0
Banaswadi,870.0,2,38.0
Thanisandra,1595.0,3,120.0
Ramamurthy Nagar,945.0,4,120.0
Other,2400.0,6,420.0
Iblur Village,2000.0,3,138.0
Yelahanka,1614.0,3,93.0
Gottigere,1200.0,2,40.0
Electronic City Phase II,1150.0,3,46.0
Indira Nagar,3200.0,4,440.0
Sonnenahalli,1610.0,3,80.48
Whitefield,1190.0,2,41.0
Other,4800.0,4,420.0
7th Phase JP Nagar,1460.0,3,97.0
Other,3400.0,3,400.0
Naganathapura,600.0,1,33.0
Other,1569.0,3,70.0
Other,2600.0,3,147.0
Electronics City Phase 1,645.0,1,42.5
Other,1200.0,4,180.0
Nagarbhavi,800.0,3,95.0
Mico Layout,800.0,2,80.0
Marathahalli,1350.0,2,90.0
BTM 2nd Stage,2780.0,3,325.0
Whitefield,1109.0,2,35.47
Other,2000.0,4,1063.0
Other,800.0,1,72.0
Bannerghatta Road,1215.0,2,68.0
Basaveshwara Nagar,1230.0,8,250.0
Prithvi Layout,2273.0,3,192.0
Varthur Road,1255.0,2,52.76
Other,1020.0,2,49.0
Other,1225.0,3,82.0
Singasandra,1120.0,2,60.0
Kasavanhalli,1225.0,3,69.0
Whitefield,5200.0,4,242.0
Indira Nagar,4000.0,4,700.0
Sarjapur  Road,1984.0,3,145.0
Old Madras Road,2425.0,3,197.0
Bommasandra,1127.0,2,45.0
Whitefield,1655.0,3,97.0
Varthur,1200.0,3,68.38
Kaggadasapura,1000.0,2,43.0
CV Raman Nagar,1225.0,2,47.88
Hormavu,1350.0,2,45.0
Nagarbhavi,600.0,4,95.0
Sahakara Nagar,1175.0,2,49.0
Other,655.0,1,27.0
Hosa Road,1311.0,3,84.86
Banashankari Stage VI,600.0,3,90.0
CV Raman Nagar,1000.0,2,38.5
Other,1196.0,2,96.0
Kanakpura Road,1050.0,3,59.0
Somasundara Palya,1275.0,3,52.0
Other,927.0,2,50.0
Varthur,1520.0,3,61.0
Other,2400.0,4,395.0
Hebbal,1333.0,2,104.0
Other,600.0,1,18.0
Abbigere,1326.0,3,34.8
Sarjapur  Road,1773.5,3,85.125
Koramangala,1370.0,2,125.0
Koramangala,1100.0,2,85.0
Haralur Road,1650.0,3,100.0
Kasavanhalli,1917.0,3,132.0
Other,780.0,3,75.0
Billekahalli,950.0,2,58.11
Other,1175.0,2,48.72
8th Phase JP Nagar,1089.0,2,43.55
Kalena Agrahara,1804.0,3,175.0
Hoodi,1257.0,2,68.5
Sarjapur,650.0,1,19.87
Whitefield,1850.0,3,150.0
Other,2800.0,4,200.0
Vidyaranyapura,945.0,2,40.0
Koramangala,1161.0,2,63.85
Banashankari Stage V,1630.0,3,51.35
Jalahalli,1310.0,3,60.0
Other,750.0,2,28.0
Whitefield,1200.0,3,67.77
Old Madras Road,4000.0,4,225.0
Nagavara,1315.0,2,70.0
Sahakara Nagar,1370.0,3,90.0
Ulsoor,1200.0,5,150.0
Bellandur,1465.0,2,90.0
JP Nagar,20000.0,3,175.0
Padmanabhanagar,1250.0,3,70.0
Horamavu Agara,1284.0,3,75.0
Hebbal,2600.0,3,199.0
Kodigehalli,1820.0,3,150.0
Haralur Road,1580.0,3,73.0
Akshaya Nagar,2650.0,3,125.0
Uttarahalli,1075.0,2,40.0
R.T. Nagar,1400.0,3,78.0
Subramanyapura,1400.0,3,55.0
Bisuvanahalli,845.0,2,30.0
Hegde Nagar,2600.0,4,40.0
Sarjapur,3854.5,4,385.5
Other,800.0,2,85.0
Gunjur,1175.0,2,43.48
Sahakara Nagar,2400.0,3,270.0
Bellandur,1767.0,3,109.0
Sarjapur  Road,1800.0,4,90.0
R.T. Nagar,1200.0,3,140.0
Rajaji Nagar,1613.0,3,150.0
Jakkur,6830.0,4,795.0
Whitefield,1290.0,2,90.0
Kasavanhalli,1375.0,2,78.0
Other,985.0,2,57.0
Singasandra,1099.0,2,37.5
Electronic City,605.0,1,13.31
Other,6000.0,11,150.0
Other,3600.0,7,160.0
Marathahalli,1200.0,2,53.0
Hulimavu,1000.0,2,45.0
Electronic City,1159.0,3,38.0
Sarjapur  Road,3692.0,5,340.0
Other,600.0,2,80.0
Other,2400.0,4,600.0
BTM Layout,1540.0,3,78.0
Other,1503.0,3,93.0
Ambedkar Nagar,1850.0,3,120.0
Uttarahalli,1580.0,3,60.0
Mico Layout,1190.0,2,39.25
Other,1200.0,2,61.0
HAL 2nd Stage,1000.0,7,250.0
Jakkur,850.0,2,19.9
Other,2500.0,3,60.0
Other,1500.0,3,52.0
Thanisandra,1880.0,3,120.0
Padmanabhanagar,1150.0,2,45.0
Kasavanhalli,4408.0,4,344.0
Sarjapur  Road,7800.0,5,385.0
Kumaraswami Layout,600.0,6,100.0
Other,750.0,4,95.0
Karuna Nagar,1962.0,3,175.0
Other,1765.0,3,77.27
Attibele,1174.0,2,29.35
Bannerghatta Road,1894.0,3,115.0
Ramamurthy Nagar,960.0,4,138.0
Sector 7 HSR Layout,1760.0,3,142.0
Other,1768.0,3,95.0
Kothanur,1790.0,3,97.0
Other,3500.0,4,800.0
Kengeri,2540.0,4,160.0
Mahadevpura,1137.0,2,53.4
Jakkur,3181.0,4,229.0
Other,1200.0,7,115.0
Mysore Road,1568.0,3,100.0
Devanahalli,4920.0,4,393.5
AECS Layout,1308.0,2,60.0
Other,3060.0,4,350.0
Bisuvanahalli,1200.0,3,41.0
Other,800.0,1,32.0
Electronic City,530.0,1,13.5
Bisuvanahalli,873.0,3,40.0
Other,3000.0,7,145.0
Other,1200.0,4,235.0
Subramanyapura,958.0,2,33.53
Talaghattapura,2273.0,3,159.0
Thanisandra,760.0,1,50.0
Dommasandra,1090.0,2,43.5
Bellandur,2666.0,3,230.0
Sarjapur  Road,1550.0,3,89.0
Ramagondanahalli,1251.0,2,50.0
Electronic City,1070.0,2,53.0
Kalena Agrahara,1200.0,2,45.0
CV Raman Nagar,1435.0,3,60.0
Bommasandra,1400.0,3,45.0
Judicial Layout,2330.0,4,94.71
Thanisandra,1200.0,2,60.0
Panathur,1000.0,2,40.0
Bannerghatta Road,1655.0,3,62.89
Raja Rajeshwari Nagar,3600.0,9,240.0
Other,600.0,1,35.0
Electronics City Phase 1,1175.0,2,50.0
Uttarahalli,1155.0,2,40.43
Magadi Road,1200.0,3,98.0
Budigere,1149.0,2,65.0
Jakkur,1745.0,3,98.485
Choodasandra,3200.0,4,375.0
Other,1010.0,2,55.0
Hegde Nagar,1718.0,3,119.0
Other,650.0,2,20.0
Banashankari,1330.0,2,77.0
Hormavu,1200.0,2,68.0
Bannerghatta Road,1693.0,3,89.0
Koramangala,1249.0,2,165.0
Thanisandra,1800.0,3,125.0
Margondanahalli,900.0,2,55.0
NGR Layout,1020.0,2,46.0
Amruthahalli,1700.0,3,77.0
Panathur,661.0,1,40.0
Bannerghatta Road,1280.0,2,60.16
Other,1000.0,5,90.0
Hosur Road,1170.0,2,48.0
Thanisandra,933.0,1,58.0
Sarjapur  Road,1150.0,2,44.0
Benson Town,3633.0,4,550.0
Rajaji Nagar,1380.0,3,130.0
Banjara Layout,1050.0,2,64.8
Other,1080.0,2,37.8
Harlur,1303.0,2,90.0
Raja Rajeshwari Nagar,1196.0,2,40.54
Nagarbhavi,2500.0,5,180.0
Sarjapur  Road,1200.0,5,95.0
Bommanahalli,1250.0,3,41.0
Akshaya Nagar,1419.0,3,87.0
Banashankari,1200.0,2,49.0
7th Phase JP Nagar,1120.0,2,65.0
Electronics City Phase 1,762.5,1,45.4
Electronics City Phase 1,1245.0,2,75.0
Other,3978.0,4,428.0
Channasandra,1093.0,2,34.0
Electronic City,1025.0,2,26.63
Hebbal,1345.0,2,97.0
Other,1500.0,2,45.0
Vijayanagar,1180.0,2,86.0
Other,1800.0,3,85.0
Konanakunte,3621.0,4,511.0
Other,2008.0,3,170.0
Kothannur,1240.0,3,39.85
CV Raman Nagar,1020.0,2,55.0
Other,2095.0,3,142.0
Gunjur,1362.0,3,62.63
Yelahanka,694.0,1,30.84
Vittasandra,1404.0,2,70.0
Electronic City Phase II,1192.0,3,47.0
Other,1850.0,8,300.0
Mahalakshmi Layout,1050.0,4,35.0
Vittasandra,1259.0,2,67.48
Kengeri,1000.0,2,34.0
Rachenahalli,985.0,2,49.97
Indira Nagar,850.0,1,60.0
Uttarahalli,1650.0,3,50.0
Rajaji Nagar,2400.0,5,320.0
Sarjapur  Road,1900.0,3,180.0
Ambedkar Nagar,1367.0,2,86.0
Rajaji Nagar,1210.0,3,81.0
Other,1190.0,2,48.6
Sarjapur,1175.0,2,42.0
R.T. Nagar,2800.0,4,400.0
Whitefield,1140.0,2,40.0
Hoskote,1095.0,2,33.6
Attibele,782.0,1,19.55
Gubbalala,1435.0,3,80.0
Choodasandra,725.0,2,36.0
Other,1600.0,3,88.0
9th Phase JP Nagar,1200.0,5,160.0
Hosakerehalli,3205.0,4,300.0
Vishwapriya Layout,720.0,4,95.0
Nehru Nagar,1674.0,3,90.0
Other,860.0,4,125.0
Kanakpura Road,1703.0,3,130.0
Padmanabhanagar,1350.0,3,71.55
Horamavu Agara,1145.0,2,41.21
7th Phase JP Nagar,1100.0,2,60.0
Sarjapur  Road,2425.0,4,201.0
Kothanur,2700.0,4,175.0
Kanakpura Road,1600.0,3,90.0
Hosakerehalli,3033.0,4,326.0
Pai Layout,780.0,2,72.0
Banashankari Stage II,1250.0,2,110.0
Sarjapur  Road,1480.0,5,169.0
Horamavu Agara,1250.0,4,100.0
Other,1350.0,4,160.0
Laggere,620.0,1,48.0
Raja Rajeshwari Nagar,1630.0,3,60.65
Hennur Road,1020.0,2,45.0
Hosakerehalli,1410.0,3,53.58
Bhoganhalli,1181.7,2,100.0
Other,1200.0,9,270.0
KR Puram,1200.0,4,83.0
Banaswadi,1200.0,2,60.0
Old Airport Road,1050.0,2,50.0
Whitefield,1356.0,2,94.84
Whitefield,1338.0,2,103.0
Other,1280.0,3,100.0
Raja Rajeshwari Nagar,1531.0,3,51.77
Other,11000.0,4,1600.0
Anekal,620.0,2,23.5
8th Phase JP Nagar,1605.0,3,65.0
Thanisandra,1917.0,3,110.0
Nagarbhavi,1200.0,4,340.0
Other,2750.0,3,943.0
Sarjapur  Road,1400.0,3,55.0
Thubarahalli,2625.0,3,175.0
Hennur Road,2041.0,3,128.0
Sarjapur  Road,2070.0,3,160.0
Hebbal,1110.0,3,59.0
Ambedkar Nagar,3565.0,4,255.0
Varthur Road,1033.0,3,30.47
HSR Layout,1142.0,2,65.0
Other,1500.0,3,75.0
Electronic City Phase II,1502.0,3,50.0
Other,1176.0,3,45.0
Hosa Road,1063.0,2,32.8
Kammanahalli,1100.0,2,60.0
Other,1044.0,2,85.0
Sarjapur  Road,5400.0,3,700.0
6th Phase JP Nagar,1216.0,2,60.0
Other,1425.0,3,55.0
Other,1200.0,8,150.0
Hosur Road,1345.0,2,108.0
Marathahalli,1248.0,2,130.0
Other,1830.0,4,325.0
Other,900.0,2,130.0
Bellandur,3600.0,4,245.0
Uttarahalli,1025.0,2,35.88
Other,840.0,2,99.0
Lakshminarayana Pura,3050.0,3,90.0
Kadubeesanahalli,1424.0,3,75.0
EPIP Zone,2500.0,3,268.0
ISRO Layout,1200.0,6,230.0
Other,1285.0,2,45.0
Babusapalaya,1450.0,2,55.99
Raja Rajeshwari Nagar,1160.0,2,70.0
Yelahanka New Town,2700.0,3,350.0
Other,2000.0,3,95.0
Uttarahalli,1125.0,2,47.65
Old Madras Road,3900.0,4,175.0
Raja Rajeshwari Nagar,1133.0,2,38.37
Arekere,1240.0,2,60.0
Devanahalli,1466.0,3,77.59
Other,3870.0,4,411.0
Akshaya Nagar,1300.0,2,54.0
Thanisandra,1996.0,3,123.0
Other,1320.0,3,55.0
Rajaji Nagar,1800.0,3,240.0
Other,1835.0,3,175.0
Sarjapur  Road,1435.0,3,90.0
Whitefield,4097.0,3,400.0
Rayasandra,1601.0,3,70.0
Kadubeesanahalli,1257.0,2,93.0
Iblur Village,3596.0,4,260.0
Kasavanhalli,1309.0,2,95.0
Yeshwanthpur,1362.0,2,100.0
Whitefield,1115.0,2,55.0
Other,1322.0,2,61.99
Banashankari,1185.0,2,67.0
7th Phase JP Nagar,1790.0,3,120.0
Whitefield,3450.0,3,208.0
Budigere,693.0,1,27.375
Sarjapur  Road,5400.0,4,750.0
Devanahalli,775.0,1,39.0
Hoodi,1000.0,2,48.0
Thanisandra,1183.0,2,77.25
Other,425.0,1,15.0
Other,820.0,2,30.0
Other,2230.0,4,792.0
Ramagondanahalli,1151.0,2,43.6
Hulimavu,1320.0,3,59.0
Hegde Nagar,1847.0,3,123.0
Devanahalli,1020.0,1,49.87
Somasundara Palya,1650.0,3,95.0
Other,2380.0,4,242.0
Electronic City,2400.0,3,78.0
Mysore Road,1360.0,3,47.6
Brookefield,1089.0,2,49.0
Yelahanka,1115.0,2,60.0
Kudlu Gate,1215.0,2,45.0
Sarjapur  Road,1194.0,2,51.0
Kannamangala,1536.0,3,104.0
Electronic City,1571.0,3,83.0
Other,1517.0,2,125.0
Budigere,664.0,1,35.4
 Devarachikkanahalli,1230.0,2,58.0
Hegde Nagar,1340.0,2,72.0
Attibele,1175.0,2,29.38
Benson Town,3569.0,4,600.0
Sarjapur,1240.0,2,43.1
Other,1286.0,3,150.0
Electronic City,1470.0,3,44.1
Kanakpura Road,525.0,1,29.25
Other,1000.0,2,35.0
Gunjur,1071.0,2,51.0
Sector 2 HSR Layout,1512.0,3,80.0
Frazer Town,3435.0,4,341.0
Other,3144.0,3,455.0
Kalyan nagar,1190.0,2,60.0
Kanakpura Road,1283.0,2,63.22
Mallasandra,1325.0,2,73.0
Whitefield,1105.0,2,35.36
Banaswadi,1600.0,3,74.5
Other,400.0,4,35.0
Kanakpura Road,800.0,2,41.145
Hennur,1100.0,2,44.55
Talaghattapura,2099.0,3,147.0
Yelachenahalli,1365.0,3,72.0
Hebbal Kempapura,1485.0,2,132.0
Hosur Road,1250.0,2,55.0
Bellandur,1170.0,2,46.79
Kanakpura Road,1328.0,2,91.06
1st Phase JP Nagar,1180.0,2,88.5
Electronic City,1350.0,3,66.0
Other,3602.0,4,280.0
Nagasandra,2400.0,4,145.0
Electronic City Phase II,1020.0,2,32.0
Begur Road,1410.0,3,49.34
Other,2159.0,3,120.0
Anekal,1453.0,2,16.5
Whitefield,1074.0,2,42.79
Sarjapur,1170.0,3,35.41
Tumkur Road,728.5,1,31.315
Bommanahalli,1660.0,3,100.0
Other,900.0,5,95.0
Other,1850.0,6,175.0
Other,510.0,1,34.0
Mahadevpura,1601.0,3,95.0
Begur Road,952.0,2,42.0
Other,1166.0,2,65.0
Other,2700.0,3,260.0
Electronic City Phase II,1900.0,4,97.0
Other,1350.0,3,175.0
Other,2100.0,4,100.0
Yelenahalli,1175.0,2,50.0
Bharathi Nagar,1432.0,2,68.0
Bommasandra Industrial Area,1005.0,2,39.77
Rajiv Nagar,1309.0,2,80.0
Dairy Circle,2251.0,3,370.0
7th Phase JP Nagar,1050.0,2,77.0
Sanjay nagar,2400.0,3,310.0
Begur Road,1565.0,3,56.34
Other,940.0,2,56.0
Other,1015.0,2,40.1
BTM 2nd Stage,2400.0,3,360.0
Electronic City,1652.0,3,110.0
Whitefield,1100.0,2,52.0
Rajiv Nagar,2340.0,4,145.0
Koramangala,1084.0,2,179.0
Kammanahalli,1200.0,2,81.0
Other,1400.0,3,69.0
HBR Layout,2400.0,4,320.0
Electronic City Phase II,1020.0,2,27.43
Whitefield,1267.0,2,90.33
Bhoganhalli,2439.0,4,185.0
Electronic City,1320.0,3,38.12
Ananth Nagar,1000.0,2,29.7
Whitefield,5000.0,4,550.0
KR Puram,2500.0,6,58.0
Kengeri Satellite Town,2480.0,2,160.0
Kalyan nagar,1086.0,2,44.5
Kengeri,416.0,1,18.0
Hennur Road,1066.0,2,52.23
OMBR Layout,1730.0,3,93.0
Balagere,1205.0,2,63.86
Marathahalli,2500.0,4,175.0
Subramanyapura,960.0,2,55.0
Haralur Road,1510.0,3,83.05
Other,1600.0,4,90.0
Old Madras Road,2300.0,3,142.0
Other,1000.0,2,63.0
Hormavu,1553.0,3,58.23
Frazer Town,3436.0,4,345.0
Seegehalli,1134.0,2,45.0
Nagasandra,600.0,4,80.0
Horamavu Agara,2400.0,5,80.0
Whitefield,2400.0,4,143.0
Other,1350.0,2,65.0
Sarjapur,1032.0,2,42.0
Other,1998.0,3,117.0
Murugeshpalya,1225.0,2,48.0
Sarjapur  Road,1262.0,2,67.0
Kothannur,1070.0,2,38.6
Other,950.0,2,33.0
Balagere,1012.0,2,53.58
TC Palaya,1000.0,2,70.0
Kadugodi,1394.0,2,56.0
Amruthahalli,1450.0,3,85.0
Other,527.0,1,35.0
Sarjapur  Road,1693.0,3,125.0
Horamavu Agara,1000.0,2,46.0
Kogilu,952.0,2,49.0
Malleshwaram,2050.0,3,270.0
Kengeri,1200.0,1,14.0
Mysore Road,1410.0,3,64.0
Hebbal Kempapura,1400.0,2,108.0
Chikka Tirupathi,3056.0,4,100.0
Sarjapur  Road,1826.0,3,125.0
Bisuvanahalli,1075.0,3,31.0
Bannerghatta Road,2500.0,5,1400.0
Hennur,960.0,2,48.0
Channasandra,808.0,2,40.0
Kodichikkanahalli,907.0,2,38.5
Uttarahalli,1300.0,2,55.0
Other,1804.0,3,150.0
Other,1350.0,3,81.0
Whitefield,1836.0,3,125.0
Other,826.0,2,36.0
1st Block Koramangala,3000.0,4,300.0
Indira Nagar,2400.0,4,405.0
6th Phase JP Nagar,1460.0,2,80.0
Hoskote,1200.0,4,140.0
BTM 2nd Stage,965.0,2,56.0
Kothannur,2000.0,4,95.0
Bhoganhalli,1395.0,3,70.0
Other,935.0,2,35.0
Other,1180.0,2,39.0
Electronic City,1090.0,2,31.48
Kanakpura Road,1204.0,2,82.0
Thigalarapalya,2072.0,3,153.0
Haralur Road,1056.0,2,65.0
Hebbal,985.0,2,62.0
Banashankari Stage V,1315.0,3,49.0
KR Puram,734.0,2,22.0
Kammanahalli,2900.0,4,200.0
Yelahanka,2317.0,3,140.0
Singasandra,600.0,1,45.0
Other,2200.0,4,115.0
Attibele,400.0,1,11.5
Yeshwanthpur,666.0,1,36.8
Kadubeesanahalli,3293.0,4,425.0
7th Phase JP Nagar,1174.0,2,47.0
Budigere,1153.0,2,56.7
Jalahalli,1000.0,4,90.0
Other,2400.0,5,85.0
Banashankari Stage III,910.0,2,160.0
Sarjapur  Road,1060.0,2,50.0
Banashankari,1000.0,2,50.0
Kanakpura Road,1843.0,3,88.0
Kanakpura Road,1150.0,3,40.25
Kodihalli,3197.0,4,335.0
Kaval Byrasandra,1125.0,2,41.5
Battarahalli,1516.0,3,65.0
Brookefield,1130.0,2,56.0
Iblur Village,3596.0,4,279.0
Hosa Road,1512.0,3,103.0
Thanisandra,1491.0,3,88.0
Cox Town,1250.0,2,95.0
Banashankari,1650.0,3,90.75
Raja Rajeshwari Nagar,1140.0,2,48.7
Thanisandra,1881.0,3,95.0
Kanakpura Road,1100.0,3,56.57
Iblur Village,2666.0,3,200.0
Other,1500.0,2,50.0
Other,1217.0,2,164.0
Whitefield,1197.0,2,50.0
Other,2400.0,6,170.0
Gollarapalya Hosahalli,1345.0,3,60.0
KR Puram,1200.0,4,100.0
Bannerghatta Road,3230.0,4,165.0
Banashankari Stage II,1260.0,3,95.0
Sarjapur  Road,2750.0,4,240.0
9th Phase JP Nagar,1200.0,2,80.0
Other,600.0,1,45.0
Sarjapur,2302.5,4,80.59
Hennur Road,973.0,2,56.0
Other,4110.0,4,590.0
Rajaji Nagar,2533.0,3,425.0
Balagere,1007.0,2,75.0
Hosa Road,800.0,1,39.99
Sarjapur  Road,1830.0,3,119.0
Nagavara,1077.0,2,50.0
Other,672.0,1,27.0
Other,1280.0,3,87.0
Electronics City Phase 1,865.0,2,40.0
Kalena Agrahara,1000.0,2,33.0
CV Raman Nagar,1285.0,2,65.0
Thanisandra,662.0,1,29.0
Whitefield,2297.0,5,269.0
Sarjapura - Attibele Road,3750.0,5,295.0
Kalkere,1850.0,3,95.0
Harlur,1754.0,3,132.0
Other,1200.0,5,150.0
1st Phase JP Nagar,2200.0,5,350.0
Other,1567.0,3,100.0
Hoskote,1695.0,3,50.0
Other,360.0,2,40.0
Bellandur,1150.0,2,69.44
1st Block Koramangala,2350.0,3,210.0
Karuna Nagar,1057.0,2,65.0
Hebbal,1320.0,2,91.0
Other,1125.0,2,48.0
Kanakpura Road,2254.0,3,170.0
Balagere,645.0,1,34.18
Rachenahalli,1050.0,2,52.08
Panathur,1040.0,2,41.6
Sarjapur  Road,1700.0,3,194.0
1st Block Jayanagar,1760.0,3,115.0
Bellandur,1138.0,3,128.0
Whitefield,3596.0,3,200.0
Kalkere,1365.0,3,54.0
Other,560.0,1,19.0
Bellandur,1540.0,4,45.0
Electronic City,1050.0,3,39.0
Other,360.0,4,37.0
Yelahanka,1653.0,3,93.0
Other,1471.0,3,75.0
Kudlu Gate,812.0,2,38.25
8th Phase JP Nagar,1504.0,3,83.0
Mahadevpura,1450.0,3,75.0
Kannamangala,957.0,2,54.5
Attibele,460.0,1,13.0
Other,900.0,2,128.0
Budigere,1820.0,3,85.0
Varthur Road,1033.0,2,32.0
Kumaraswami Layout,800.0,2,90.0
Other,520.0,1,29.0
OMBR Layout,1165.0,2,88.5
Gottigere,1280.0,2,61.0
Other,1950.0,3,230.0
Other,600.0,1,58.0
Kanakpura Road,1550.0,3,65.1
Jigani,1221.0,3,75.0
